ticker,name,as_of,fiscal_year,sector,roe,roe_3y_avg,opm,debt_ratio,is_financial,is_holding,per,pbr,ev_ebitda,fcf_yield,sector_per_median,sector_pbr_median,net_income_y1,net_income_y2,audit_opinion,verified,source,is_etf,is_spac,is_managed,is_halted
402340,SK스퀘어,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,27.46,8.74,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005935,삼성전자우,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
009150,삼성전기,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,212.95,15.76,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005380,현대차,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,14.16,1.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
032830,삼성생명,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,33.14,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
373220,LG에너지솔루션,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,4.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
028260,삼성물산,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,30.53,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
329180,HD현대중공업,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,37.45,6.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
034020,두산에너빌리티,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,675.76,7.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
207940,삼성바이오로직스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,47.81,7.9,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
034730,SK,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,24.31,1.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
105560,KB금융,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.97,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
012450,한화에어로스페이스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,37.61,5.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000270,기아,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.09,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
012330,현대모비스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,12.48,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
055550,신한지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.96,0.8,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
006400,삼성SDI,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,1.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
010120,LS ELECTRIC,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,120.53,16.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
267260,HD현대일렉트릭,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,46.62,16.84,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
068270,셀트리온,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,36.08,2.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
298040,효성중공업,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,64.77,14.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
066570,LG전자,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,37.9,1.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
042660,한화오션,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,26.08,5.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
086790,하나금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,8.28,0.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
035420,NAVER,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,15.57,1.1,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000810,삼성화재,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,13.61,1.29,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
009540,HD한국조선해양,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,11.89,1.94,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000150,두산,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,361.94,17.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
042700,한미반도체,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,114.36,35.45,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005490,POSCO홀딩스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,37.02,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
006800,미래에셋증권,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,15.8,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
011070,LG이노텍,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,68.72,4.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
015760,한국전력,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,2.72,0.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
010130,고려아연,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,25.47,2.02,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
010140,삼성중공업,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,38.03,5.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
316140,우리금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.27,0.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
051910,LG화학,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,0.69,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
064350,현대로템,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,27.44,6.86,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
017670,SK텔레콤,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,49.26,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
196170,알테오젠,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,125.52,40.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
079550,LIG디펜스앤에어로스페이스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,69.72,12.36,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
138040,메리츠금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,8.11,1.71,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
033780,KT&G,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,16.89,1.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
011200,HMM,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.53,0.66,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
267250,HD현대,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,15.49,1.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
096770,SK이노베이션,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,0.73,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
024110,기업은행,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.36,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
003670,포스코퓨처엠,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,3390.2,3.78,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
272210,한화시스템,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,63.49,3.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
003550,LG,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,20.63,0.53,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
307950,현대오토에버,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,82.66,8.17,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
035720,카카오,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,30.64,1.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
247540,에코프로비엠,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,374.44,8.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
018260,삼성에스디에스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,19.51,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
086520,에코프로,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,7.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
086280,현대글로비스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,8.08,1.35,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
047810,한국항공우주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,73.62,7.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
278470,에이피알,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,45.78,29.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000720,현대건설,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,34.68,1.57,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
030200,KT,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.36,0.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
071050,한국금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.01,1.01,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
006260,LS,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,36.5,2.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
010950,S-Oil,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,66.82,1.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005940,NH투자증권,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.98,1.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
259960,크래프톤,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,13.46,1.4,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
016360,삼성증권,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.58,1.2,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
277810,레인보우로보틱스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6890.41,72.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
0126Z0,삼성에피스홀딩스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,1.64,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
323410,카카오뱅크,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,20.09,1.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
003490,대한항공,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,12.14,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
443060,HD현대마린솔루션,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,34.01,11.12,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
039490,키움증권,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.24,1.27,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
028050,삼성E&A,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,14.24,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
047050,포스코인터내셔널,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,13.96,1.28,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
352820,하이브,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,2.55,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
007660,이수페타시스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,47.45,10.5,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
036930,주성엔지니어링,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,235.85,14.25,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
950160,코오롱티슈진,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
047040,대우건설,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,2.38,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
003230,삼양식품,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,20.55,6.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
064400,LG씨엔에스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,17.59,2.64,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000880,한화,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,26.01,0.8,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
240810,원익IPS,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,86.91,7.53,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005387,현대차2우B,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
161390,한국타이어앤테크놀로지,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.9,0.62,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
180640,한진칼,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,47.38,2.21,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
001440,대한전선,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,76.6,4.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
353200,대덕전자,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,151.95,8.06,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000990,DB하이텍,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,24.04,3.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
062040,산일전기,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,45.3,11.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
058470,리노공업,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,42.41,8.81,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
028300,HLB,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,15.04,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
004170,신세계,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,422.64,1.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
326030,SK바이오팜,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,24.11,7.92,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
034220,LG디스플레이,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,26.89,0.92,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
009830,한화솔루션,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,0.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
032640,LG유플러스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,11.63,0.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
078930,GS,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.71,0.42,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
454910,두산로보틱스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,16.51,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
241560,두산밥캣,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,14.9,0.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
267270,HD건설기계,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,21.39,1.17,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
039030,이오테크닉스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,98.1,8.24,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
090430,아모레퍼시픽,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,28.16,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000500,가온전선,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,106.69,11.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000100,유한양행,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,26.86,2.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
011790,SKC,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,4.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
377300,카카오페이,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,115.97,2.76,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
029780,삼성카드,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,7.69,0.56,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
298380,에이비엘바이오,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,32.81,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
138930,BNK금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.66,0.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
036570,NC,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,13.51,1.39,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
000250,삼천당제약,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,988.94,18.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
005385,현대차우,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
141080,리가켐바이오,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,9.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
088980,맥쿼리인프라,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
128940,한미약품,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,28.19,3.83,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
319660,피에스케이,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,58.89,8.58,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
023530,롯데쇼핑,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,95.94,0.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
440110,파두,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,229.67,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
222800,심텍,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,7.82,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
175330,JB금융지주,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.85,0.78,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
001040,CJ,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,37.23,1.02,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
066970,엘앤에프,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,6.45,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
087010,펩트론,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,30.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
403870,HPSP,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,58.82,13.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
082740,한화엔진,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,25.83,8.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
347850,디앤디파마텍,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,52.63,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
088350,한화생명,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,6.93,0.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
080220,제주반도체,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,94.46,16.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
095340,ISC,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,69.41,7.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
052690,한전기술,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,46.79,6.39,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
018880,한온시스템,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,1.08,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
069960,현대백화점,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,20.02,0.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
010060,OCI홀딩스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,1.03,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
084370,유진테크,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,84.99,7.97,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
004020,현대제철,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,0.2,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
336260,두산퓨얼셀,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,12.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
108490,로보티즈,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,661.04,11.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
178320,서진시스템,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,4.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
214370,케어젠,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,169.1,15.98,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
103590,일진전기,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,33.78,5.96,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
310210,보로노이,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,32.74,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
067310,하나마이크론,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,77.94,8.27,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
022100,포스코DX,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,63.99,5.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
450080,에코프로머티,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,135.8,3.1,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
012510,더존비즈온,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,38.66,5.68,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
095610,테스,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,48.61,7.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
051900,LG생활건강,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,,0.69,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
004800,효성,2026-06-23,2026,unknown,10.0,10.0,,80.0,False,False,9.0,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
111770,영원무역,2026-07-20,2026,유통,10.0,10.0,,80.0,False,False,7.54,0.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
214450,파마리서치,2026-07-20,2026,제약,10.0,10.0,,80.0,False,False,20.83,5.55,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
001450,현대해상,2026-07-20,2026,손해보험,10.0,10.0,,80.0,False,False,2.84,0.56,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
035250,강원랜드,2026-07-20,2026,오락·문화,10.0,10.0,,80.0,False,False,9.12,0.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
011780,금호석유화학,2026-07-20,2026,화학,10.0,10.0,,80.0,False,False,10.58,0.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
036460,한국가스공사,2026-07-20,2026,전기·가스,10.0,10.0,,80.0,False,False,21.87,0.26,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
031210,서울보증보험,2026-07-20,2026,보험,10.0,10.0,,80.0,False,False,10.94,0.57,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
383220,F&F,2026-07-20,2026,섬유·의류,10.0,10.0,,80.0,False,False,7.2,1.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
251270,넷마블,2026-07-20,2026,IT 서비스,10.0,10.0,,80.0,False,False,13.0,0.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
145020,휴젤,2026-07-20,2026,제약,10.0,10.0,,80.0,False,False,18.18,2.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
139130,iM금융지주,2026-07-20,2026,은행/금융지주,10.0,10.0,,80.0,False,False,7.24,0.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
214150,클래시스,2026-07-20,2026,의료·정밀기기,10.0,10.0,,80.0,False,False,21.72,5.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
131290,티에스이,2026-07-20,2026,의료·정밀기기,10.0,10.0,,80.0,False,False,73.03,7.28,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
097950,CJ제일제당,2026-07-20,2026,음식료·담배,10.0,10.0,,80.0,False,False,,0.42,,,,,,,unqualified,stub,liquid_stub,False,False,False,False
