ticker,name,as_of,sector,is_held,rank,execution_continuity,execution_rationale,pension_flow_score,pension_rationale,investment_purpose_flag,investment_purpose_rationale,policy_dependency_flag,policy_dependency_rationale,cecs_computed,scored_by,scored_at,status,notes,execution_sources,pension_sources,investment_purpose_sources,ai_suggested_at,ai_report_name,ai_approved_at
402340,SK스퀘어,2026-07-16,기타금융,False,11,0.50,"2026.4.30 중간배당 결의(주당 1,550원, 총 2,043억원), 2026.7.22 자사주 430억원(3만4,388주) 소각 결의, 향후 3년간 경상 배당수입의 30%+ 및 투자성과 일부를 환원하는 정책 확인. 4개 완결분기 전체 매칭은 못함; 검색 키워드: ""SK스퀘어 분기별 배당 자사주 소각 이력 2025 2026""

출처:
https://www.datatooza.com/article/20260430170020736252ef3b1d96_80
https://view.asiae.co.kr/article/2026072218175965559

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""SK스퀘어 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""SK스퀘어 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,"https://www.datatooza.com/article/20260430170020736252ef3b1d96_80
https://view.asiae.co.kr/article/2026072218175965559",확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
005935,삼성전자우,2026-07-16,전기·전자,False,12,0.50,"우선주는 삼성전자 보통주와 동일한 배당·자사주 소각 정책이 적용되는 것으로 일반적으로 알려져 있으나, 우선주 고유의 개별 분기 공시 대조는 하지 않아 확인 불가 처리; 검색 키워드: ""삼성전자우 배당 자사주 소각 정책 2025 2026""

출처:
https://dividend.samsung.com/

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가(보통주 기준 7.57%만 확인, 우선주 별도 수치 미확인); 검색 키워드: ""삼성전자우 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성전자우 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://dividend.samsung.com/,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
055550,신한지주,2026-07-16,은행/금융지주,False,13,1.00,"2분기 주당배당 740원 결정 + 7,000억원 자사주 추가 매입·소각 결의, 연초 이후 누적 자사주매입·소각 1.4조원 + 예상 연간 현금배당 약 1.4조원(총주주환원 최소 2.8조원), 경상 주주환원율 50%+ 목표 하에 분기배당 체계 운영 확인

출처:
https://www.wikitree.co.kr/articles/1148080
https://news.nate.com/view/20260427n08117

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""신한지주 국민연금 지분율 대량보유 변동 2026""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""신한지주 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,62.50,operator,2026-07-25,final,,"https://www.wikitree.co.kr/articles/1148080
https://news.nate.com/view/20260427n08117",확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
069960,현대백화점,2026-07-16,유통,False,14,0.50,"2024.11 반기배당·자사주 소각 추진 밸류업 계획 발표 확인되나 실제 최근 4개 완결분기 집행 여부는 미확인; 검색 키워드: ""현대백화점 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://www.etnews.com/20241108000139

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"출처 간 국민연금 지분율 수치 상충(13.49% / 8.03%, 대상 법인·시점 상이 가능성)으로 확인 불가; 검색 키워드: ""현대백화점 국민연금 지분율 변동 2026""

출처:
https://signalm.sedaily.com/article/13587777

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"2024년 현대백화점 지주사 전환 인적분할 안건에 국민연금이 반대표를 던져 부결시킨 사례가 있어(적극적 의결권 행사 정황) 단순투자로 단정하기 어려우나, 최신 DART 대량보유목적 문구 원문은 미확인이라 확정 점수 보류; 검색 키워드: ""현대백화점 국민연금 대량보유보고서 투자목적 2026""

출처:
https://signalm.sedaily.com/article/13587777

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://www.etnews.com/20241108000139,https://signalm.sedaily.com/article/13587777,https://signalm.sedaily.com/article/13587777,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
024110,기업은행,2026-07-16,은행,False,15,0.50,"분기배당 도입은 ""추진 중""(아직 미확정)이라는 서술만 확인, 현재는 현금배당·자본비율 개선 중심으로 운영 중. 4개 완결분기 매칭 불가; 검색 키워드: ""기업은행 분기배당 도입 확정 공시 2026""

출처:
https://news.nate.com/view/20260512n08352

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가(최대주주는 정부); 검색 키워드: ""기업은행 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""기업은행 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://news.nate.com/view/20260512n08352,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
034730,SK,2026-07-16,기타금융,False,16,0.50,"2025년 결산 기말배당 6,500원, FY24~26 정책상 연 최소 DPS 5,000원 + 시가총액 1~2% 자사주매입·소각, 2026.3.10 이사회에서 발행주식 20.1%(14,694,388주) 소각 결의(소각예정일 2027.1.4) 확인. 4개 완결분기 매칭은 못함; 검색 키워드: ""SK주식회사 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://v.daum.net/v/20260306183555598

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""SK 국민연금 지분율 대량보유 2026""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""SK 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://v.daum.net/v/20260306183555598,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
032830,삼성생명,2026-07-16,보험,False,17,0.50,"2026년 배당수익률 2.7% 예상(목표가 193,000원 리포트 기준) 언급이 있으나, 별도 기사에서는 ""삼성생명 배당 0원""이라는 상반된 서술도 존재해 상충. 자사주 소각 계획은 확인되지 않으며 삼성전자 지분 매각이익의 환원재원 활용 가능성만 언급됨; 검색 키워드: ""삼성생명 배당 자사주 소각 분기 공시 2025 2026""

출처:
https://m.thinkpool.com/news/view/16801718
https://ket.kr/news/article.html?no=37776

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성생명 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성생명 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,"https://m.thinkpool.com/news/view/16801718
https://ket.kr/news/article.html?no=37776",확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
316140,우리금융지주,2026-07-16,기타금융,False,18,0.50,"2026년 1분기 배당 220원 결정 및 ""연중 균등배당"" 정책 운영, 2,000억원 자사주 매입 후 전량소각(6월 완료 예정) + 2026년 추가 2,000억원 소각 예정(신탁 취득 후 전량소각 원칙), CET1 13% 초과 시 하반기 추가 소각 검토, 2025년에도 1,500억원 소각 이력 확인. 분기별 균등배당 정책은 확립되어 있으나 4개 분기 공시 전수 대조는 안 함; 검색 키워드: ""우리금융지주 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://dealsite.co.kr/articles/160832
https://www.thebell.co.kr/front/newsview.asp?key=202603171135487200109333

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""우리금융지주 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""우리금융지주 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,"https://dealsite.co.kr/articles/160832
https://www.thebell.co.kr/front/newsview.asp?key=202603171135487200109333",확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
138930,BNK금융지주,2026-07-16,은행/금융지주,False,19,0.50,"2026년(예상) 주당배당 820원(총주주환원율 45.0%) + 자사주매입·소각 600억원 확정, 추가 650억원 검토 확인. 분기별 집행 시점은 특정 못함; 검색 키워드: ""BNK금융지주 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://www.newspim.com/news/view/20260701000664

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""BNK금융지주 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""BNK금융지주 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://www.newspim.com/news/view/20260701000664,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
029780,삼성카드,2026-07-16,기타금융,False,20,0.50,"2026년 결산배당 약 2,988억원(배당성향 46%, 중장기 50% 목표) 확인. 다만 삼성카드는 다른 삼성 계열사와 달리 ""자사주를 소각하지 않는"" 정책을 명시적으로 택하고 있어 소각 이벤트는 구조적으로 없음. 분기배당 여부는 미확인; 검색 키워드: ""삼성카드 분기배당 여부 공시 2025 2026""

출처:
https://newsfield.net/%EC%88%9C%EC%9D%B5-%EC%97%85%EA%B3%84-1%EC%9C%84%EC%9D%B8%EB%8D%B0-%EC%A3%BC%EA%B0%80%EB%8A%94-%E2%88%9216%EA%B9%80%EC%9D%B4%ED%83%9C-%EC%82%BC%EC%84%B1%EC%B9%B4%EB%93%9C-%EB%B0%B0%EB%8B%B9/

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가(삼성생명·자사주 등 동일인측 지분 79.77%로 유통물량 20.23%에 불과해 대량보유 자체가 제한적); 검색 키워드: ""삼성카드 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성카드 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://newsfield.net/%EC%88%9C%EC%9D%B5-%EC%97%85%EA%B3%84-1%EC%9C%84%EC%9D%B8%EB%8D%B0-%EC%A3%BC%EA%B0%80%EB%8A%94-%E2%88%9216%EA%B9%80%EC%9D%B4%ED%83%9C-%EC%82%BC%EC%84%B1%EC%B9%B4%EB%93%9C-%EB%B0%B0%EB%8B%B9/,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
005380,현대차,2026-07-16,운송장비·부품,False,21,0.50,"2025년 배당 주당 1만원(순이익 24.6% 감소에도 최소배당 보장) + 자사주 9,160억원 소각(TSR 35% 달성, 총 3조5,566억원 환원), 2026년 약 4,000억원 추가 자사주 매입 후 전량소각 계획(3년간 총 4조원 규모) 확인. 분기별 세부 매칭은 못함; 검색 키워드: ""현대차 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://magazine.hankyung.com/business/article/202601215036b
https://www.thevaluenews.co.kr/news/199148

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""현대차 국민연금 지분율 대량보유 변동 2026""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""현대차 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,"https://magazine.hankyung.com/business/article/202601215036b
https://www.thevaluenews.co.kr/news/199148",확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
086790,하나금융지주,2026-07-16,은행/금융지주,False,22,0.50,"분기 최대실적 경신 지속, ""주주환원 확대 가능성""에 목표가 연쇄 상향(iM 15만원→키움 17.5만원→한화투자 16.8만원). 대형 금융지주 통상적 분기배당 관행에 근거한 정황은 있으나 개별 4개 분기 공시 전수 대조는 안 함; 검색 키워드: ""하나금융지주 분기 배당 자사주 소각 공시 2025 2026""

출처:
https://m.joseilbo.com/news/view.htm?newsid=567274

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"국민연금 보유주식이 2026.4.15 24,195,963주(8.69%) → 2026.6.4 24,142,429주(8.80%)로, 주식수는 53,534주 ""감소""했으나 지분율은 상승 — 자사주 소각에 따른 분모효과로 판단되어 채점표 규정상 순증으로 인정하지 않고 중립(50) 처리

출처:
https://m.ddaily.co.kr/page/view/2026060416420224509

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""하나금융지주 국민연금 대량보유보고서 투자목적 DART""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,https://m.joseilbo.com/news/view.htm?newsid=567274,https://m.ddaily.co.kr/page/view/2026060416420224509,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
009150,삼성전기,2026-07-16,전기·전자,False,23,0.50,"검색 결과 삼성전자 관련 정보만 확인되었고 삼성전기 고유의 배당·자사주 소각 정보는 확인하지 못함; 검색 키워드: ""삼성전기 분기 배당 자사주 소각 공시 2025 2026""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성전기 국민연금 지분율 대량보유""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",0.50,"확인 불가; 검색 키워드: ""삼성전기 국민연금 대량보유보고서 투자목적""

출처:
확인 불가

[AI 제안 기반, 사용자 승인일 2026-07-25]",,,42.50,operator,2026-07-25,final,,확인 불가,확인 불가,확인 불가,2026-07-25,weekly_qual_report_20260725_filled.md,2026-07-25
