ticker,name,as_of,fiscal_year,sector,roe,roe_3y_avg,opm,debt_ratio,is_financial,is_holding,per,pbr,ev_ebitda,fcf_yield,sector_per_median,sector_pbr_median,net_income_y1,net_income_y2,audit_opinion,verified,source,is_etf,is_spac,is_managed,is_halted,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200,dividend_yield,payout_ratio,buyback_3y,verified_sh,source_sh,is_held,sector_group,sector_source,governance_red,gate_pass,gate_fail_reason
000660,SK하이닉스,2026-07-28,2025,semiconductor,22.0,18.0,28.0,48.0,False,False,14.5,2.4,6.8,3.0,18.0,2.0,18000000000000.0,12000000000000.0,unqualified,True,manual,False,False,False,False,1636000.0,1294267494840000.0,826936,1352867296000.0,12395567463819.55,2919000.0,245000.0,1.2019,81.28,,1.2,15.0,True,True,manual,False,,,False,True,
005930,삼성전자,2026-07-28,2026,반도체/IT하드웨어,10.0,10.0,,80.0,False,False,46.93,4.84,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,233500.0,1484954766432000.0,3747785,875107797500.0,7911906902346.05,362500.0,64700.0,0.6081,65.67,,,,,,,False,semiconductor,manual,False,True,
402340,SK스퀘어,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,27.46,8.74,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,990000.0,144626391056000.0,131010,129699900000.0,1487129589990.8,1970000.0,135200.0,1.3185,87.95,,,,,,,False,financial,krx_official,False,True,
005935,삼성전자우,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,167000.0,144266342299400.0,469345,78380615000.0,754010736540.6,235000.0,53900.0,0.5593,62.19,,,,,,,False,electronics,krx_official,False,True,
009150,삼성전기,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,212.95,15.76,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1180000.0,98969147200000.0,80408,94881440000.0,1518337710136.4,2270000.0,134500.0,3.1844,81.86,,,,,,,False,electronics,krx_official,False,True,
005380,현대차,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,14.16,1.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,381000.0,82517379698000.0,87383,33292923000.0,414360453890.75,750000.0,206500.0,-0.2046,65.35,,,,,,,False,auto,krx_official,False,True,
032830,삼성생명,2026-07-28,2026,보험,10.0,10.0,,80.0,False,False,33.14,1.22,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,288000.0,62300000000000.0,29306,8440128000.0,162825799520.15,497000.0,119700.0,0.6438,61.17,,,,,,,False,insurance,krx_official,False,True,
373220,LG에너지솔루션,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,4.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,322500.0,77922000000000.0,19778,6378405000.0,127685216225.0,514000.0,311000.0,-0.1998,61.33,,,,,,,False,electronics,krx_official,False,True,
028260,삼성물산,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,30.53,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,314500.0,55055893749500.0,36822,11580519000.0,243517401684.6,535000.0,159000.0,0.0625,68.61,,,,,,,False,distribution,krx_official,False,True,
329180,HD현대중공업,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,37.45,6.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,470500.0,51063635962500.0,32672,15372176000.0,156963427401.4,745000.0,400500.0,-0.266,58.36,,,,,,,False,auto,krx_official,False,True,
034020,두산에너빌리티,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,675.76,7.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,68200.0,45415785251400.0,301693,20575462600.0,212384774720.0,136400.0,57400.0,-0.2844,66.37,,,,,,,False,industrials,krx_official,False,True,
207940,삼성바이오로직스,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,47.81,7.9,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1556000.0,71519519295000.0,12288,19120128000.0,85505235177.0,1965000.0,1243000.0,-0.1896,38.65,,,,,,,False,healthcare,krx_official,False,True,
034730,SK,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,24.31,1.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,565000.0,45169183969000.0,17377,9818005000.0,183899835358.75,858000.0,178900.0,0.9153,66.83,,,,,,,False,financial,krx_official,False,True,
105560,KB금융,2026-07-28,2026,은행/금융지주,10.0,10.0,,80.0,False,False,9.97,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,172300.0,61219102888400.0,117680,20276264000.0,274861517747.7,186200.0,106000.0,0.2945,40.63,,,,,,,False,financial,manual,False,True,
012450,한화에어로스페이스,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,37.61,5.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,887000.0,46355497499000.0,12727,11288849000.0,226170737979.85,1537000.0,813000.0,-0.3224,61.01,,,,,,,False,auto,krx_official,False,True,
000270,기아,2026-07-28,2026,자동차,10.0,10.0,,80.0,False,False,7.09,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,125200.0,50909854939200.0,122397,15324104400.0,157423092222.05,206000.0,97800.0,-0.2361,54.88,,,,,,,False,auto,manual,False,True,
012330,현대모비스,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,12.48,0.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,437500.0,42054552220500.0,34253,14985687500.0,183846411255.0,768000.0,283500.0,-0.0299,67.06,,,,,,,False,auto,krx_official,False,True,
055550,신한지주,2026-07-28,2026,은행/금융지주,10.0,10.0,,80.0,False,False,9.96,0.8,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,104600.0,49838707905000.0,114016,11926073600.0,147537689503.05,109200.0,64000.0,0.2772,37.27,,,,,,,False,financial,manual,False,True,
006400,삼성SDI,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,,1.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,402000.0,34732363430000.0,43070,17314140000.0,222275045575.0,712000.0,176100.0,0.2331,70.94,,,,,,,False,electronics,krx_official,False,True,
010120,LS ELECTRIC,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,120.53,16.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,181700.0,30000000000000.0,91078,16548872600.0,217408137345.0,318500.0,51900.0,0.7305,81.71,,,,,,,False,electronics,krx_official,False,True,
267260,HD현대일렉트릭,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,46.62,16.84,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,735000.0,28729566595000.0,17066,12543510000.0,138664970600.0,1420000.0,446500.0,-0.1967,63.66,,,,,,,False,electronics,krx_official,False,True,
068270,셀트리온,2026-07-28,2026,제약,10.0,10.0,,80.0,False,False,36.08,2.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,183800.0,41557347262200.0,163450,30042110000.0,103374596637.5,236861.0,159400.0,-0.0684,41.15,,,,,,,False,healthcare,krx_official,False,True,
298040,효성중공업,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,64.77,14.32,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,2411000.0,24476938500000.0,3892,9383612000.0,151356043050.0,4601000.0,1040000.0,0.0286,70.39,,,,,,,False,electronics,krx_official,False,True,
066570,LG전자,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,37.9,1.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,162200.0,28065023127400.0,110385,17904447000.0,300375907337.5,392500.0,72200.0,0.5448,85.92,,,,,,,False,electronics,krx_official,False,True,
042660,한화오션,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,26.08,5.19,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,83900.0,27209509387200.0,240142,20147913800.0,215065207052.5,149900.0,76800.0,-0.4296,71.18,,,,,,,False,auto,krx_official,False,True,
086790,하나금융지주,2026-07-28,2026,은행/금융지주,10.0,10.0,,80.0,False,False,8.28,0.7,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,128300.0,35832427888800.0,113210,14524843000.0,126357457495.3,136800.0,81200.0,0.2792,39.13,,,,,,,False,financial,manual,False,True,
035420,NAVER,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,15.57,1.1,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,221500.0,35312454450000.0,620298,137396007000.0,212138045265.0,287000.0,183200.0,-0.0922,54.28,,,,,,,False,it_services,krx_official,False,True,
000810,삼성화재,2026-07-28,2026,보험,10.0,10.0,,80.0,False,False,13.61,1.29,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,628000.0,28797620085000.0,5270,3309560000.0,73978723856.35,730000.0,417500.0,0.2535,59.35,,,,,,,False,insurance,krx_official,False,True,
009540,HD한국조선해양,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,11.89,1.94,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,366500.0,26787624406000.0,18901,6927216500.0,75647018062.4,479500.0,327000.0,-0.1727,53.08,,,,,,,False,financial,krx_official,False,True,
000150,두산,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,361.94,17.52,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,1140000.0,19384020495000.0,6760,7706400000.0,106525329350.0,2203000.0,508000.0,0.3287,83.27,,,,,,,False,electronics,krx_official,False,True,
042700,한미반도체,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,114.36,35.45,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,188800.0,19491344900000.0,101852,19229657600.0,227433667600.0,409500.0,81500.0,0.097,97.4,,,,,,,False,industrials,krx_official,False,True,
005490,POSCO홀딩스,2026-07-28,2026,금속,10.0,10.0,,80.0,False,False,37.02,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,303500.0,25040322532000.0,32852,9970582000.0,97944703200.0,535000.0,263000.0,-0.151,50.52,,,,,,,False,materials_metal,krx_official,False,True,
006800,미래에셋증권,2026-07-28,2026,증권,10.0,10.0,,80.0,False,False,15.8,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34250.0,20731952904000.0,144715,4956488750.0,85501217003.75,83800.0,17713.0,0.1205,82.58,,,,,,,False,financial_brokerage,krx_official,False,True,
011070,LG이노텍,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,68.72,4.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,530000.0,14531603698000.0,38233,20263490000.0,205692135625.0,1530000.0,151900.0,0.8929,83.38,,,,,,,False,electronics,krx_official,False,True,
015760,한국전력,2026-07-28,2026,전력/유틸리티,10.0,10.0,,80.0,False,False,2.72,0.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,34350.0,23239099587400.0,259933,8928698550.0,62130522960.0,67900.0,33000.0,-0.4748,55.18,,,,,,,False,utilities,manual,False,True,
010130,고려아연,2026-07-28,2026,금속,10.0,10.0,,80.0,False,False,25.47,2.02,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,976000.0,21478285101000.0,1174,1145824000.0,17343538750.0,2115000.0,759000.0,-0.3979,75.06,,,,,,,False,materials_metal,krx_official,False,True,
010140,삼성중공업,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,38.03,5.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,21550.0,19932000000000.0,383000,8253650000.0,88664649943.75,34400.0,17900.0,-0.3015,57.59,,,,,,,False,auto,krx_official,False,True,
316140,우리금융지주,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,7.27,0.6,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,33250.0,24099768474200.0,387752,12892754000.0,69935903773.75,40800.0,23600.0,0.1708,36.02,,,,,,,False,financial,krx_official,False,True,
051910,LG화학,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,,0.69,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,250000.0,18354009180000.0,17629,4407250000.0,59518429037.5,429500.0,250000.0,-0.2625,61.85,,,,,,,False,materials,krx_official,False,True,
064350,현대로템,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,27.44,6.86,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,125000.0,14461353822500.0,78977,9872125000.0,100337759962.85,269000.0,125000.0,-0.4279,68.24,,,,,,,False,auto,krx_official,False,True,
017670,SK텔레콤,2026-07-28,2026,통신,10.0,10.0,,80.0,False,False,49.26,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,87800.0,21027946188700.0,328608,28851782400.0,121149640640.0,125200.0,52100.0,0.4116,48.73,,,,,,,False,telecom,krx_official,False,True,
196170,알테오젠,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,125.52,40.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,309000.0,16718939016000.0,32749,10119441000.0,148906615400.0,559000.0,268000.0,-0.3576,67.51,,,,,,,False,services,krx_official,False,True,
079550,LIG디펜스앤에어로스페이스,2026-07-28,2026,금속,10.0,10.0,,80.0,False,False,69.72,12.36,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,678000.0,15312000000000.0,6344,4301232000.0,116051492498.45,1020000.0,364500.0,0.2327,86.18,,,,,,,False,materials_metal,krx_official,False,True,
138040,메리츠금융지주,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,8.11,1.71,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,121900.0,21018817488800.0,23789,2899879100.0,32214381580.0,146200.0,100600.0,0.1403,37.78,,,,,,,False,financial,krx_official,False,True,
033780,KT&G,2026-07-28,2026,음식료·담배,10.0,10.0,,80.0,False,False,16.89,1.93,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,183400.0,18955789265600.0,18303,3356770200.0,47035436830.05,189000.0,129100.0,0.2562,31.05,,,,,,,False,consumer_staples,krx_official,False,True,
011200,HMM,2026-07-28,2026,운송·창고,10.0,10.0,,80.0,False,False,9.53,0.66,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,20250.0,19477864080500.0,111373,2255303250.0,27333998526.25,25250.0,18310.0,-0.0334,39.79,,,,,,,False,transport,krx_official,False,True,
267250,HD현대,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,15.49,1.47,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,203000.0,16628044392500.0,7557,1534071000.0,34276877205.0,310500.0,127900.0,-0.2177,58.37,,,,,,,False,financial,krx_official,False,True,
096770,SK이노베이션,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,,0.73,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,116900.0,19728460359600.0,73171,8553689900.0,88379134385.0,149800.0,89500.0,0.0725,57.94,,,,,,,False,materials,krx_official,False,True,
024110,기업은행,2026-07-28,2026,은행,10.0,10.0,,80.0,False,False,6.36,0.44,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,20650.0,17025042303150.0,223219,4609472350.0,22666413129.7,28550.0,18650.0,-0.0048,30.57,,,,,,,False,financial,krx_official,False,True,
003670,포스코퓨처엠,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,3390.2,3.78,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,137500.0,12772677192000.0,18896,2598200000.0,46819821325.0,296000.0,129600.0,-0.3293,70.75,,,,,,,False,electronics,krx_official,False,True,
272210,한화시스템,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,63.49,3.16,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,60400.0,11901921507000.0,53038,3203495200.0,51209138357.5,162700.0,45350.0,-0.3326,90.85,,,,,,,False,electronics,krx_official,False,True,
003550,LG,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,20.63,0.53,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,94600.0,14771458790800.0,16082,1521357200.0,34815245397.5,165800.0,71300.0,0.0605,60.26,,,,,,,False,financial,krx_official,False,True,
307950,현대오토에버,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,82.66,8.17,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,365500.0,10805048908000.0,6763,2471876500.0,38664127325.0,938000.0,148600.0,-0.2165,98.95,,,,,,,False,it_services,krx_official,False,True,
035720,카카오,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,30.64,1.34,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,36250.0,16412448643500.0,298873,10834146250.0,65282092346.25,67700.0,33150.0,-0.3856,48.53,,,,,,,False,it_services,krx_official,False,True,
247540,에코프로비엠,2026-07-28,2026,전기·전자,10.0,10.0,,80.0,False,False,374.44,8.54,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,104700.0,10810262957000.0,30164,3158170800.0,68717556202.5,246000.0,102700.0,-0.346,77.34,,,,,,,False,electronics,krx_official,False,True,
018260,삼성에스디에스,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,19.51,1.49,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,205000.0,16829671500000.0,31015,6358075000.0,66376343142.0,362000.0,145900.0,0.1402,70.12,,,,,,,False,it_services,krx_official,False,True,
086520,에코프로,2026-07-28,2026,금융,10.0,10.0,,80.0,False,False,,7.07,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,76500.0,10943557851200.0,63043,4822789500.0,117338695685.0,185000.0,46100.0,-0.2218,92.46,,,,,,,False,other,krx_official,False,True,
086280,현대글로비스,2026-07-28,2026,운송·창고,10.0,10.0,,80.0,False,False,8.08,1.35,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,196000.0,15337500000000.0,12099,2371404000.0,39844389090.0,290500.0,140300.0,-0.2447,56.53,,,,,,,False,transport,krx_official,False,True,
047810,한국항공우주,2026-07-28,2026,운송장비·부품,10.0,10.0,,80.0,False,False,73.62,7.48,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,147300.0,14250860643400.0,33001,4861047300.0,67868526210.0,202000.0,86600.0,-0.111,62.08,,,,,,,False,auto,krx_official,False,True,
278470,에이피알,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,45.78,29.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,337500.0,13271825947500.0,19935,6728062500.0,96871809214.65,459000.0,167500.0,0.3664,62.29,,,,,,,False,materials,krx_official,False,True,
000720,현대건설,2026-07-28,2026,건설,10.0,10.0,,80.0,False,False,34.68,1.57,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,97100.0,11536457254000.0,39183,3804669300.0,57202004382.5,188700.0,54400.0,-0.0976,80.72,,,,,,,False,construction,krx_official,False,True,
030200,KT,2026-07-28,2026,통신/인프라,10.0,10.0,,80.0,False,False,7.36,0.72,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,53500.0,13709979664000.0,22480,1202680000.0,22505954042.15,68900.0,48250.0,-0.0308,32.25,,,,,,,False,defensive_telecom,manual,False,True,
071050,한국금융지주,2026-07-28,2026,증권/금융지주,10.0,10.0,,80.0,False,False,6.01,1.01,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,201000.0,11841773300000.0,17464,3510264000.0,55040883020.0,292500.0,125300.0,0.0984,64.97,,,,,,,False,financial,manual,False,True,
006260,LS,2026-07-28,2026,기타금융,10.0,10.0,,80.0,False,False,36.5,2.0,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,277500.0,9516000000000.0,11254,3122985000.0,55375813300.0,553000.0,150800.0,0.25,72.33,,,,,,,False,financial,krx_official,False,True,
010950,S-Oil,2026-07-28,2026,화학,10.0,10.0,,80.0,False,False,66.82,1.33,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,134800.0,15356292828800.0,22315,3008062000.0,67443560505.0,151200.0,57800.0,0.4879,61.4,,,,,,,False,materials,krx_official,False,True,
005940,NH투자증권,2026-07-28,2026,증권/금융지주,10.0,10.0,,80.0,False,False,9.98,1.14,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,28250.0,10799278571250.0,35815,1011773750.0,22359564631.25,39200.0,18660.0,0.2336,57.06,,,,,,,False,financial,manual,False,True,
259960,크래프톤,2026-07-28,2026,IT 서비스,10.0,10.0,,80.0,False,False,13.46,1.4,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,247250.0,11442182584000.0,6095,1506988750.0,25337881137.5,354000.0,204000.0,0.0345,43.37,,,,,,,False,it_services,krx_official,False,True,
016360,삼성증권,2026-07-28,2026,증권/금융지주,10.0,10.0,,80.0,False,False,9.58,1.2,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,96600.0,9055020000000.0,55122,5324785200.0,52609064927.5,149500.0,66900.0,0.1667,61.44,,,,,,,False,financial,manual,False,True,
277810,레인보우로보틱스,2026-07-28,2026,기계·장비,10.0,10.0,,80.0,False,False,6890.41,72.91,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,414000.0,8652336668000.0,17327,7173378000.0,62252682012.5,880000.0,253500.0,-0.2084,88.34,,,,,,,False,industrials,krx_official,False,True,
0126Z0,삼성에피스홀딩스,2026-07-28,2026,금융업,10.0,10.0,,80.0,False,False,,1.64,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,382500.0,9754155208000.0,2922,1117665000.0,22603014962.5,743000.0,335500.0,-0.3948,84.52,,,,,,,False,holding_company,name_infer,False,True,
323410,카카오뱅크,2026-07-28,2026,은행,10.0,10.0,,80.0,False,False,20.09,1.43,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,21900.0,10568217679550.0,40478,886468200.0,21204110104.5,29750.0,19750.0,0.0115,40.59,,,,,,,False,financial,krx_official,False,True,
003490,대한항공,2026-07-28,2026,항공/운송,10.0,10.0,,80.0,False,False,12.14,0.87,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,25850.0,9739436483450.0,266851,6898098350.0,84802271218.75,30000.0,21000.0,0.0573,44.68,,,,,,,False,industrial_transport,manual,False,True,
443060,HD현대마린솔루션,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,34.01,11.12,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,194700.0,9235692760000.0,3923,763808100.0,26865503459.1,280500.0,159100.0,0.0194,60.68,,,,,,,False,services,krx_official,False,True,
039490,키움증권,2026-07-28,2026,증권/금융지주,10.0,10.0,,80.0,False,False,7.24,1.27,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,278500.0,7868494800000.0,7545,2101282500.0,35935999437.5,495500.0,195800.0,-0.131,69.31,,,,,,,False,financial,manual,False,True,
028050,삼성E&A,2026-07-28,2026,일반서비스,10.0,10.0,,80.0,False,False,14.24,1.85,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,45300.0,9339400000000.0,266471,12071136300.0,119095239327.5,64400.0,23250.0,0.7626,64.17,,,,,,,False,services,krx_official,False,True,
047050,포스코인터내셔널,2026-07-28,2026,유통,10.0,10.0,,80.0,False,False,13.96,1.28,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,51200.0,9271130927600.0,30590,1566208000.0,24562285250.0,87300.0,45650.0,-0.1912,55.52,,,,,,,False,distribution,krx_official,False,True,
352820,하이브,2026-07-28,2026,오락·문화,10.0,10.0,,80.0,False,False,,2.55,,,,,,,unqualified,stub,liquid_stub,False,False,False,False,225000.0,9699038100000.0,41158,9260550000.0,59481406671.75,404500.0,177800.0,-0.3919,49.81,,,,,,,False,media,krx_official,False,True,
